"","Group1","Group2","Group1Participant","Group2Participant","Condition","RR.HR","DET.HR","NRLINE.HR","maxL.HR","L.HR","ENTR.HR","rENTR.HR","LAM.HR","TT.HR","RR.RE","DET.RE","NRLINE.RE","maxL.RE","L.RE","ENTR.RE","rENTR.RE","LAM.RE","TT.RE"
"382",11,19,1,2,3,5.08962121922359,98.0627777017188,14156,198,11.1317462560045,2.74641005838668,0.545252313287729,99.5494542422244,18.6314931283485,6.94009608694835,90.9280646199177,55038,47,3.90244921690468,1.86211360925435,0.523750017452376,96.1940968282729,5.02825908960145
"383",11,19,2,1,3,6.78921276741305,99.0165846376338,11686,197,18.162502139312,3.3470611536401,0.668884306305062,99.4392479764876,20.5409077768141,4.58751715838363,83.2022543870885,39269,31,3.30825842267437,1.54621904403242,0.46914307561192,94.7719994876393,4.67896667299058
"386",11,24,1,2,3,2.13924801092646,97.4937480355849,6987,156,10.2108200944611,2.70682078654683,0.571517603419765,99.2743621629747,14.549569397156,3.70693987573099,85.9945272208406,33483,39,3.50088104411194,1.65983476249824,0.466855771584539,94.7348343127114,4.2357070226654
"387",11,24,2,1,3,5.90682342265649,99.0349114593129,10280,220,19.4653696498054,3.40878642073156,0.658556378166546,99.5209201500589,21.4858425045411,2.2231957933027,61.167447492997,18493,20,2.70399610663494,1.13698528208151,0.410080757005682,71.2982104194444,2.78472122688835
"390",11,25,1,2,3,7.14168845042661,97.8101669229569,19303,187,11.368284722582,2.772980999586,0.567031295083491,99.1468877448686,17.2729461096444,8.0467812638759,91.813118675658,63016,53,3.97111844610892,1.88937440929927,0.523239368771944,97.2530617336493,5.55308585075627
"391",11,25,2,1,3,6.61311660349058,99.0031287605295,9925,152,20.7233249370277,3.5295473543377,0.729805958842985,99.3328519855596,27.7221923696937,3.90447122788123,82.479527565009,33898,33,3.21788896100065,1.50136438443628,0.472416285117456,95.2718693998533,4.4578969714124
"394",13,16,1,2,3,1.64095419273607,97.1376790181825,6130,160,8.04404567699837,2.6124463482231,0.571062600566247,97.8744361050371,8.61821335646141,4.1601532711703,88.632876929393,35276,35,3.48840571493367,1.65793013305345,0.492362482170184,98.012806199987,5.86678163397284
"395",13,16,2,1,3,4.0636106940186,98.7303910650078,9051,180,13.7125179538173,2.96705155397446,0.597014691523239,99.323829827855,16.6677346148712,4.51627382539396,81.9477986253019,37584,32,3.28637186036611,1.53225608850029,0.455040532778627,93.4250683368276,4.48466511672346
"398",13,19,1,2,3,8.94429609588624,99.1534657013834,14964,215,18.4882384389201,3.28136324108894,0.624130504906815,99.569206508494,24.4924623115578,4.68054017390333,86.1054663686243,41058,37,3.30245019241074,1.56472640892125,0.464683380351388,94.6669884169884,4.60730621832118
"399",13,19,2,1,3,5.36952681974528,98.9606218358965,11217,204,14.7778372113756,3.00441195391983,0.587718922326637,99.5391154838093,18.8845848907011,4.7995213408164,83.3293079424059,41696,27,3.22707214121259,1.50941476634436,0.463281167003409,94.94720544976,4.60712783220145
"402",13,24,1,2,3,4.70104563018895,98.8261950467319,10939,171,14.3541457171588,3.17959910739004,0.639782405439921,99.2906819397678,17.3284270650264,3.33444479659122,83.8468012079009,31456,33,3.23067141403866,1.51496707438268,0.464985324008436,94.6791307074141,4.23849449656497
"403",13,24,2,1,3,2.94498458479546,98.4397291377821,7573,244,12.9382015053479,2.96827666325688,0.598946780982628,99.1942451825507,15.988987854251,2.40695071705887,62.096949330773,20203,14,2.68910557837945,1.12783235428895,0.439709404401318,71.0066408348478,2.79141765895304
"406",13,25,1,2,3,20.4130267742512,99.2362725555277,30796,400,20.4170671515781,3.27271748503353,0.59315730400354,99.5069467789767,25.0349031130877,5.15983203964194,88.3977772632554,44649,28,3.42036775739658,1.63080995498719,0.500540710183351,96.3851586015281,5.24324579633478
"407",13,25,2,1,3,4.47953632750897,98.7162060111766,8254,141,16.629028349891,3.20499257701161,0.663791284367184,99.0197136096547,23.7089719304288,4.38072010061613,83.3569685152106,38400,21,3.18393229166667,1.48330740195473,0.503765713078099,95.4286376590261,4.5253475590042
"410",16,19,1,2,3,2.86892583957872,98.2386135061377,8283,127,10.9082458046601,2.85679430828431,0.59568788109549,99.4552749176389,15.8860715526224,4.80748797179822,86.353425796,40797,40,3.51469470794421,1.66352300840473,0.475767027286801,94.6437497365235,4.65437583296313
"411",16,19,2,1,3,1.24014531008156,97.3212264506879,4632,126,8.35319516407599,2.60197224758581,0.576824049568987,99.0567698770028,10.8490358126722,4.62928702830312,91.6519694297472,36626,47,4.00114672636925,1.87394112454608,0.504619565982773,94.8347029907314,4.66928406466513
"414",16,24,1,2,3,3.10613816779739,98.5994345831209,8615,176,12.3475333720255,2.97236522488468,0.610651091458938,99.3289150484312,16.3904863872744,3.73765682213818,86.7696719842266,33780,36,3.58265245707519,1.69107910830397,0.475643756689054,95.1761964509769,4.46959595959596
"415",16,24,2,1,3,1.51876437400454,96.9858391310117,5895,190,8.67871077184054,2.59092411383727,0.553364266859438,98.6350969649864,11.4303602811951,2.5041161791567,67.2456230469586,22547,22,2.78693396017208,1.20606607694672,0.402594747065264,70.9462351782886,2.82130394076092
"418",16,25,1,2,3,6.49479103150148,98.5258483371145,15876,187,12.85689090451,2.95319161090349,0.587064517453789,99.1147366896751,17.571110730789,4.79392733904769,87.2382905899916,40700,36,3.53201474201474,1.68112707637289,0.494275070725631,96.0651041982741,5.12423928525185
"419",16,25,2,1,3,0.16001068409897,88.9302507836991,1156,24,3.92647058823529,1.78565638972309,0.577687436089087,94.9059561128527,6.8709219858156,4.71249731257639,92.3800645746776,38602,41,3.87648308377804,1.84358245804999,0.531945453939721,95.6421352858016,4.67088760250844
"422",19,24,1,2,3,2.33210297547126,98.2493082931368,7136,168,11.2460762331839,2.93314018001939,0.631544640344905,99.2115766019441,14.5021474588404,3.64920932646013,87.3446582846487,34290,30,3.49679206765821,1.65940168038069,0.49279949376689,94.8913882778012,4.2599496386409
"423",19,24,2,1,3,5.84056435053322,98.7910992051465,12303,184,16.4263187840364,3.12985946872005,0.614450914421428,99.3689078341464,20.200238497466,2.38810310655166,63.9113060320358,21303,17,2.69520724780547,1.13492709638061,0.419093817359324,70.6245756202901,2.78129931614939
"426",19,25,1,2,3,11.6182753211288,99.0677412794742,20188,314,18.3392114127204,3.19031227929025,0.581664611830918,99.428710571664,23.9312809943969,5.61503329425868,90.2580048311662,48714,38,3.60502114381902,1.72265429873591,0.501648432610916,96.4984324407668,5.26313281381398
"427",19,25,2,1,3,4.08841946613559,98.4419317309082,9131,141,14.1780746906144,3.17136397898607,0.680048332354152,99.0046308617661,18.6186186186186,4.34568427103841,87.1308563269914,39202,22,3.34692107545533,1.58871866407721,0.539565830814727,94.9543447222499,4.4317815521944
"430",24,25,1,2,3,6.76166121277302,98.5881124757047,14398,262,16.1352271148771,3.12002048897577,0.597047787385149,99.1839315571927,20.8547336486125,2.30252754485388,63.5962877030162,20548,16,2.66789955226786,1.10791150338546,0.409117786270923,95.1658932714617,4.932832230908
"431",24,25,2,1,3,0.786778200800466,97.0567854407528,2710,60,9.81992619926199,2.80551735104002,0.688042081681714,98.0706809146942,13.4047856430708,3.7087788804267,88.9287411952811,35016,36,3.52621658670322,1.68181992416953,0.489757190117917,95.6657015686444,4.64417328065452
